created_at,text
2020-03-24,This was natural selection https://t.co/0gU7D6swLm
2020-03-24,"If you rely on Metra UP-N line for transportation, please note that they are on a new weekday schedule. #covid19 #metra #glencoe #chicago #northshore https://t.co/LJ494n359v"
2020-03-24,Coronavirus: Britain on lockdown: https://t.co/BnRR01cipE #Freshtalk #Coronavirus https://t.co/NOtz1IwR8g
2020-03-24,Excellent work by @hrw on too often hidden inequalities of health care crises and government responses to it. 👏 https://t.co/ft9PMk3zQF
2020-03-24,"Du supporters sharing fake or unverified stuff on social media about Covid19, ""diagnosing"" people

and now a provision in the emergency powers law he wanted, that they support, that penalises all that

De-fucking-licious."
2020-03-24,The media is here at it again! Travel advisories name it! Target defamation or we are behaving in a rogue manner?! #LockDownKenya #COVIDIDIOTS #COVID19 https://t.co/WAKpzIECOZ
2020-03-24,I'll pass. I've got more important things to do. https://t.co/ug7pu9BtyJ
2020-03-24,"POTUS reminded me of Lord Farquaad:  ""Some of you may die, but it's a sacrifice… I am willing to make"" 🤔
#Coronavid19 #StayAtHomeSaveLives #COVID19 #shrek #POTUS #lockdown https://t.co/0jCj6IRsEi"
2020-03-24,"To fight coronavirus, here’s how you can truly stop touching your face so often https://t.co/F5aNvoYBEH"
2020-03-24,Ex-ODM Director of Political affairs Wafula Buke waives rent for his tenants for the next 3 months. #COVID19 https://t.co/W1gFmye7pC
2020-03-24,"Stay at home 
Covid19 is real https://t.co/staC2tky7F"
2020-03-24,Some good news amidst all of this. https://t.co/RLCX9g0IoQ
2020-03-24,"What’s in Democrats’ coronavirus bill? Arts funding, union help and more

https://t.co/nroqfzILUz"
2020-03-24,"Rand Paul,the ignorant GOP who continued to go to the gym after having a CORONAVIRUS test &amp; possibly infecting others has tested positive. I wonder what symptoms he had,others had  to meet certain requirements to get a test &amp; if he met that should have been quarantined! IDIOT"
2020-03-24,"Alleged $722M Crypto Scheme’s Operators Seek Jail Release, Blaming COVID-19 https://t.co/t9qnnt0UwE https://t.co/E2U3D6PzuG"
2020-03-24,"Those sanctions were just about to work.  We have them just where we want them, hungry, desperate and now on the brink of an epidemic.  Just give them time.  The people will rise up (tho bed ridden) &amp; Maduro and Diaz Canel will say uncle. Any day now. https://t.co/D8Ru406mHQ"
2020-03-24,Sextortion Scam Threatens to Infect Victims with #COVID19 - Infosecurity Magazine https://t.co/zqAu3HGDQR
2020-03-24,Scary. Because got no symptom also positive walaweh this covid 19 ah https://t.co/f9ADEbiuS1
2020-03-24,"Top story: Olympics 2020 postponed: IOC member says coronavirus forces change https://t.co/Lp3NwwsVpd, see more https://t.co/fCFKFEVU9y"
2020-03-24,"The sore loser do nothing party knows that they have lost control of The Washington Levers Of Power.
They know that the people know that the fake news media is the echo chamber of the sore loser do nothing party. 
They lost control of The News Narrative.

Q said: ""Panic in D.C."" https://t.co/PL5mHNaDJb"
2020-03-24,It was necessary to end this protest when whole humankind fighting and protesting against the biggest crisis ever in history. #COVIDー19 https://t.co/RPB1GC1EeM
2020-03-24,"I really hope something proper is put into place. It sucks when you're a triple whammy where I'm under 25 so get less already, I've only had one year of self-employment tax done which was very little as it was my first year as an apprentice and I needed UC so my MIF is applied. https://t.co/JnaEztSSwM"
2020-03-24,Police Scotland have better things to do than check why you are out and about- STAY AT HOME https://t.co/Dj4EsFIOBo
2020-03-24,@LiamKennedy8848 @DavidInglesTV Lockdown? So how did #covid19 spread around the world from your “lockdown”?
2020-03-24,‘Hellboy’ actor Daniel Dae Kim reveals ‘secret weapon’ that helped him recover from Covid-19 – Times of India https://t.co/fpGBmZU4ZF
2020-03-24,Why don't you all arrange a good resident quarters for these doctors n nurses? In Italy 4300 doctors n healthcare professionals died as of yesterday. Don't u think the families of doctors n nurses who treat corona patients should be isolated from doctors too? #CoronavirusLockdown https://t.co/tvGtcDvVRc
2020-03-24,"Firstly a quote by United Nation Secretary-General Antonio Guterres  – 
“As we recognize the courage of @human @rights everywhere, let us commit to protect those who seek @truth and @justic. #gocoronago #gocorona #COVID-19 #covid-19 #SocialDistancing #coronavirus https://t.co/xJxc7Gs4W8"
2020-03-24,"Another virus again😦.Whats up with chinese #Hantavirus and we are dealing with #COVID19...How is this #Hantavirus transmitted?
@billwamukota"
2020-03-24,"This AM: @BorisJohnson dramatic new plan to tackle #coronavirus #COVID19 pandemic - but what does lock-down mean for you and I?

https://t.co/376BiEsCZS"
2020-03-24,"@File411 @mikedebonis https://t.co/Oe2Lj1aiE3

All of that is fine. It's all of this irrelvanf leftist bullshit that is not."
2020-03-24,just can’t wait na mag-overtake yung number of recoveries sa number of deaths 🙏🏻 https://t.co/rMQ9QwmaVY
2020-03-24,"No matter what people say, the coronavirus caller tune is a masterstroke by this govt. Imagine the number of people who never read newspapers and rarely watch television."
2020-03-24,"Apparently the Coronavirus outbreak has led to a surge in TikTok downloads and users, as well as verified celebrity accounts. It seems the campaign of some U.S politicians to derail the app has pretty much flopped altogether."
2020-03-24,"I'M YOUNG, HEALTHY W/ NO PRE-EXISTING CONDITIONS, DO I HAVE TO WORRY ABOUT THE #CORONAVIRUS?
A: YES. YOU ARE A POTENTIAL SECRET SUPER SPREADER, INFECTING ELDERLY, &amp; PPL W/ PRE-EXISTING CONDITIONS THAT CAN BE FATAL. YOU COULD BE HELPING THE VIRUS KILL. https://t.co/LGyUaKTFMQ 02"
2020-03-24,What if this COVID-19 gets cancelled  because of coronavirus
2020-03-24,"Educated community, during #Corona epidemic. https://t.co/HDfE8fnWRi"
2020-03-24,@Chielie Folks in Liberia are complaining of unnecessarily receiving stimulus money during this Coronavirus/Economic crisis?
2020-03-24,Help be a part of the solution... https://t.co/TZrxIkC4GQ
2020-03-24,"Taiwan wrote to the WHO and China as early as 31 December, asking for information about the newly uncovered virus outbreak in China's Wuhan city, including whether there was human-to-human transmission.

https://t.co/bYkp7nj3h0"
2020-03-24,What happens if your car is due it’s MOT? Are garages considered an essential service? Driving without a valid MOT is an offence and would stop me getting to work? #COVID19
2020-03-24,"Prominent 30-year-old Zimbabwe broadcaster, Zororo Makamba dies from coronavirus https://t.co/reuUQXUdqo https://t.co/Qye9kfUR4U"
2020-03-24,"Schumer Blinks, Senate Could Pass Coronavirus Relief Package Today

The latest Democrat scheme to undermine President Trump by screwing America in the midst of an unprecedented national crisis now appears to have been unsuccessful.  https://t.co/PFrex0LtQd"
2020-03-24,Real life Dumb and Dumber 😳 https://t.co/J9oLVerYbz
2020-03-24,"As he bungles the coronavirus crisis, Trump turns to a familiar scapegoat: immigration - The Washington Post https://t.co/KrfdPKyVOq"
2020-03-24,"Day 3 of working from home. Oh crap, it's snowing out! Oof, I really don't want to drive in this this mor...oh right, I don't have to! Hot damn! #workathome #coronavirus #covid_19 #halifax https://t.co/lvVlRxRD4P"
2020-03-24,A people centred welfare state. https://t.co/Wmmuknd0ed
2020-03-24,“Twitter for iPhone” https://t.co/A6Ugd3tNoD
2020-03-24,"This isn't good news for us Lucifer fans.

#Lucifer #LuciferSeason5 #LuciferFans #LuciferNetflix #Coronavirus #COVD19 #LuciferSeason6 

https://t.co/dKC9jgVH9U"
2020-03-24,Almost certainly impossible in any useful time frame. https://t.co/DudZMicuUA
2020-03-24,"#Coronavirus Can Be Stopped Only by Harsh Steps, Experts Say https://t.co/oplYwWTZec 
The virus would die out on every contaminated surface in 14days  almost everyone shows symptoms within two weeks, tests would showe who was infected."
2020-03-24,"@gede_prama I-B.A.B.Y. Inc. is free to read on Biblioboard at Broward County Libraries during Covid-19 by clicking here... https://t.co/8JDJN846lr ...  Be safe, survive, and continue to read to live!"
2020-03-24,"I trust Dr. Fauci, and only him in the briefings. If he's not there it's just a swamp of lies. https://t.co/v3k53nZFIk"
2020-03-24,"Shortage of vegetables, essential goods and foods are reported in most supermarkets at curfew lifted areas. Loooooong queues can be seen #LKA #SriLanka #CoronaVirus  https://t.co/UEL9MFSMDT"
2020-03-24,Should be forever. You'd catch more than Coronavirus there. https://t.co/zgZ5MwDL19
2020-03-24,"Covid-19 coronavirus lockdown: How to homeschool your children 
 https://t.co/Muzo23SO2l"
2020-03-24,"@realDonaldTrump Where are the Ventilators? You won't be able to start the economy if  most the population is dead
.‘Very large acceleration’: World Health Organization warns the US could become the epicenter of global coronavirus crisis"
2020-03-24,Sugar loaded mouth!!!! https://t.co/pNULRWLsBg
2020-03-24,"2020 Tokyo Olympics will be postponed because of coronavirus pandemic, IOC member says
โอลิมปิคเลื่อนปีหน้า ยังไม่ระบุวัน https://t.co/VTp7WagWpT"
2020-03-24,"AMRI hospital doctors and colleagues at Eastern Railways,of the 57 yr old covid-19 patient who died in West Bengal on Monday have been home quarantined @fpjindia"
2020-03-24,@richardhorton1 @ChangeBritannia The countries that will be most resilient to Covid19 are those with citizens who apply intelligence and heed the government instruction to #stayhome
2020-03-24,Free security resources for work-from-home employees during the COVID-19 crisis https://t.co/4H4MIiJ3Af
2020-03-24,Professors also fall prey to fake news! No doubt about it. https://t.co/G2EB03LSYt
2020-03-24,महाराष्ट्र राज्य hi ghoshna kadhi honar @Devendra_Office @ZeeNewsHindi @RealBacchuKadu @AnilDeshmukhNCP @AjitPawarSpeaks @PawarSpeaks @OfficeofUT https://t.co/xQl3NfE2wI
2020-03-24,"@NicolaSturgeon please stop this stupid greedy man. Name, shame and fine all the companies that are forcing their employees to go to work and are NOT key workers. They are putting peoples lives at risk. https://t.co/5KSMPQNekn"
2020-03-24,"@Schandillia Makes complete sense.. Because the no of real (undetected) infections was far higher (probably 40x higher) in the initial stages. Deaths today are caused by infections 14 days ago.
Read this : https://t.co/d413c3ZfN8
Reported cases today don't give real infected figures."
2020-03-24,What are the symptoms of #COVID19? How do you know when to go see a doctor? There's a lot of information out there. In this morning's #HealthyLiving -- I answer your questions about #Coronavirus. https://t.co/ekdnaeCLbL
2020-03-24,"@paulg If air pollution turns out to be a big contributor to coronavirus death rates, people might get mad that the solutions being debated for climate change don't actually deal with airborne particulates (i.e. air pollution), focusing on carbon dioxide instead."
2020-03-24,"Why this ASX 200 share could be a safer buy during the coronavirus crisis - https://t.co/2uKTqO2JpB
It has been a tough time for investors over the past few weeks with the share prices ..."
2020-03-24,"“As the COVID-19 pandemic forces people to avoid public gatherings, health officials are urging healthy individuals to consider going out for at least one activity: donating blood.”

@Tim_Dodson has the story: https://t.co/joOfXzPRTF"
2020-03-24,"Grand Rapids journalist and former colleague @kenkolker waits for his COVID-19 results. Praying for you, Ken. Get well soon! We need you ♥️ https://t.co/PVQRppdG8r"
2020-03-24,"The NHL’s coronavirus pause – Latest on a possible return, playoffs, draft, Seattle and more – ESPN https://t.co/osP9VaFzpI"
2020-03-24,#doctors #nurses of the #nhs will EverFlo oxygen concentrators/generators be of any use in hospitals? 3 have been donated to a veterinary charity #COVID19 #NHSstaff #nhs
2020-03-24,"Fox News riled our grandparents with racism and xenophobia, so they'd vote for Trumplican fascism. 

Now, they are telling their 50+ age base to languish &amp; die with coronavirus in a twisted form of mass suicide for their stock portfolios #GrandparentsShould #NotDying4WallStreet"
2020-03-24,#BreakingNews Cameroonian singer and saxophone player Manu Diban...#COVIDー19 #coronavirus https://t.co/as4Ljq8DO5
2020-03-24,"Aaaaa ⁦@TheDemocrats⁩ ⁦@GOP⁩ ⁦@BernieSanders⁩ ⁦@MariaBartiromo⁩ 
&gt; Let’s be CLEAR...
Thimmkboutit 

Biden mocked after apparent teleprompter issue during coronavirus remarks: ‘Let me go to the second thing’

https://t.co/DtnixyBka4"
2020-03-24,@hyunIight @ covid19 now th**i 😌
2020-03-24,"@4USAFreedom @Jeannie19641 These tweets asking others about who may know anyone infected with #COVID19 are stupid!

Thousands of cases, yes, but there's millions of us.

Do the damn math."
2020-03-24,CORONAVIRUS
2020-03-24,"If true, wtf?  People in the 1% are too often the worst of humanity.  What does it say about a civilization that rewards the worst of its kind? History and biology tell us such a population is doomed to demise. https://t.co/7RvkrQQsSF"
2020-03-24,Dan Patrick: Older Americans Should Get Corona and Die to Rescue Economy. #notdying4wallstreet #Coronavirus #DanPatrick https://t.co/3ey2uxeToU https://t.co/P5Ku3kQQHQ
2020-03-24,This man is a hateful crybaby who shouldn't be president of a landfill let alone our great country  #maga #Biden2020 #COVID19 https://t.co/tlnJmdcVBU
2020-03-24,"This is the time to tackle all those potentially impactful #SEO and marketing tasks you’ve had on your back burner. https://t.co/sUXNhKfuER via @mirandalmwrites, @sejournal #coronavirus"
2020-03-24,"CHECK IT OUT - The American people are seeing the strong leadership of @realDonaldTrump, despite political games by Democrats and continued Trump Derangement Syndrome of many in the mainstream media. 👇
https://t.co/psYjFMc3Cu"
2020-03-24,"""Why is Japan still a coronavirus outlier?"" - @japantimes
#Japan #日本
#InfectedPeople #感染者
#COVID19 #コビッド19
#infections #感染症
#NewTypePneumonia #新型肺炎
#coronavirus #コロナウイルス
https://t.co/gIC2eEMy4P"
2020-03-24,"""Tucker Carlson: While Americans worry about dying from coronavirus, Dems focus on identity politics"" via FOX NEWS https://t.co/vJ2DPZDkPR https://t.co/6Sc6FhAjGs"
2020-03-24,"This country doesn't need any help,where's the emergency kits from the German republic??? @WHO why donations don't work in Kenya!! https://t.co/9h1jdDOuW8"
2020-03-24,NZers panic buying guns. Shut hunting and shooting stores as non- essential businesses @JacindaAdern ⁦ https://t.co/D62TYQr1of
2020-03-24,Did I see that right? @jimmykimmel doing his live show making fun of shows like @Jeopardy @PriceIsRight taping without an audience then they pan to his studio filled with people. Isn’t California on a shelter in place order? #COVID19
2020-03-24,"Why soap, sanitizer and warm water work against Covid-19 and… other viruses https://t.co/dJIKN2uhUe"
2020-03-24,@piersmorgan @michaelgove @GMB @BorisJohnson @BorisJohnson #stayhomesavelives (unless your working in #construction where too much money and deadlines involved to shut sites down!... #gooutendlives ) Ironically inductions take place on sites in cramped rooms of workers to advise on health and safety!!! Madness! #COVID19
2020-03-24,Oh Yes! There is a spherical flat Earth written in the original scriptures.. truth be told. The firmament receives only the righteous and worthy of the mystery of his glory and coming kingdom. #NationalWeekOfRepentancePH🤔#HotWaterEveryone😎 #WW4✌️ https://t.co/EQpKtnleTv
2020-03-24,"Stay home - Rock that guitar. Play your instrument

#artdeco #illustration #illustrator #indiandesigners #graphicdesign #illustrationinspiration #pagicstudio #lifestyle #design #hyderabad #visakhapatnam #vizag #corona #covid19 #coronavirusmemes #StayHomeIndia  #stayhomechallenge https://t.co/GYvkqkqyb2"
2020-03-24,"FOR THE LOVE OF ALL THAT IS HOLY
DON'T DO THIS IN A POST OFFICE.
DON'T DO THIS TO PEOPLE.
DON'T DO THIS.

This man is so lucky he did not get charged with a felony for having a gun at a federal facility! https://t.co/bkcARnm2vE"
2020-03-24,"Dear People all the clapping and thali bajana during #JantaCurfew that you did was to applaud these Frontline workers. No it was not to scare or kill #Coronavirus.
#Covid19India https://t.co/9H31UmgIjx"
2020-03-24,"“The hit on the GDP is an ongoing process and it would spread over this fiscal year"" - Soumya Kanti Ghosh, Group Chief Economic Advisor at State Bank of India
#GDP #finance #india #covid19

https://t.co/jJr0qoeD56"
2020-03-24,"@TillMertens @CNNPolitics @McentyreBrenda Thanks for ref
Of course it's early, not saying there is copious evidence FOR COVID-19 yet, but repurposed drugs have knows, there's 'soft' data

By comparison:
- folks shouldn't self-medicate, goes for anything
- but disparaging is not helpful for others
https://t.co/AjocVcgLYE"
2020-03-24,"The Leftovers. But instead of 2% vanishing, it’s 2% smothered with a pillow. https://t.co/m1G2fV2KpV"
2020-03-24,Am scoring .@SwedeninNigeria.60% in your hand washing video.  You open the tap with the infected hand and locked the tap with a clean hand. Which means your hand is still infected. According to .@WHO you get a tissue paper to lock the tap after washing your hand.@RoseKeffas_G https://t.co/ProTzav8QH
2020-03-24,"Rajiv Bajaj MD @bajaj_ltd, ""Despite impact of #COVID19 Bajaj expects to clear all BS4 stocks by end of this week. We continue to object to any extension for BS4 as this unjustly penalizes others. Defaulting OEMs must reimburse their dealers for redundant BS4 stocks on 1st April"""
2020-03-24,#Video: #Coronavirus prevention: Stay safe at home: https://t.co/uF8uh0gYv4 @gulf_news https://t.co/i8S7imNQfX
2020-03-24,PM Shri Narendra Modi will address the nation on vital aspects relating to the menace of COVID-19 at 8 pm tonight. #IndiaFightsCorona https://t.co/2V6Gplm8C5
2020-03-24,@MaximeBernier So are you going to call the CoronaVirus the LeftistVirus? (Wink)
2020-03-24,Let's see if the thug Johnson's latest incogerent mumblings have any bite whatsoever. How he deals with his Leave cronies in Sports Direct and Witherspoons will be a good litmus test. https://t.co/aXJZYLQcl3
2020-03-24,"4 Georgia lawmakers test positive for coronavirus -   https://t.co/V3GzTKP4eO
#CoronaVirus #coronovirusindia #COVIDー19  #coronavirus #coronastats  https://t.co/vTY8BHecfg via @GoogleNews"
2020-03-24,Teddy's nurturing has been cancelled due to coronavirus. His nuts have been saved for now 🤣
2020-03-24,"OVER THE COUNTER: Handwashing and other health tips for the coronavirus crisis – Entertainment &amp; Life – The Herald News, Fall River, MA https://t.co/q5bqXMdVVs https://t.co/KLkDvWOT1I"
2020-03-24,"'Speculating which creature originally had the #coronavirus obscures a more fundamental source of our vulnerability to pandemics: the accelerating pace of habitat loss'

Habitat loss increases likelihood species will come into contact w/ humans @thenation

https://t.co/V95ixTzfvu"
2020-03-24,DIGGING DEEPER: Procedures at federal courthouse impacted by COVID-19 - KVOA Tucson News - https://t.co/O3IS4pbUjC
2020-03-24,"ate ghorl, do you think all of these would've happened if he imposed a temporary travel ban on China and other nations affected by COVID-19 as early as when the socmed called for it?

it's not because Duterte started the pandemic (which is absolutely not the case), but it's-- https://t.co/hqmJPJxf1P"
2020-03-24,How an Austrian ski resort helped coronavirus spread across Europe https://t.co/uNfZR1sR77
2020-03-24,"Trump won't require firms to help fight coronavirus — after corporations lobbied Jared Kushner | https://t.co/VA4nwEBKJc
https://t.co/rw0nG4YyL9"
2020-03-24,Coronavirus just ruined the opportunity for me to get a damn job. Fuck you.
2020-03-24,"How prepared is #Bolivia's Añez gov't for Coronavirus? So far, they've done 11 tests a day, for a pop. of 11 million. Yet, they arrested 1500 in a day for quarantine violations, many trying to feed their families. Repression can't replace public health. Elections? Who knows when. https://t.co/ya2uA4HWlD"
2020-03-24,"Did Governments go down the rabbit hole with human subject research? Want? Economic BOOM, Government Harmony, Wage Growth VOTE Presidential Candidate Write-ln Non-Partisan Magi Paul RunningHorse  Vigil Past REALTOR and Broker https:https://t.co/R3Bs7GsK2d https://t.co/gjidAMP3xh"
2020-03-24,"Mnuchin, Schumer say coronavirus rescue package deal very close https://t.co/lMJSjmpAZL via @politico"
2020-03-24,"Eric Sturdza comments on the Fund’s repositioning between fixed income and equities as markets launch into an equity drawdown due to the pandemic. https://t.co/qLYxQte3Mr

#EricSturdza #SturdzaFamilyFund #Coronavirus #USEquity #ConstantinSturdza #COVID19"
2020-03-24,"Wow, yesterday @fontawesome released a new set of icons to help drive awareness on how to prevent and fight the COVID-19 virus! 🦠

They're... awesome, it's FREE and easy to use, go for it ✌🏻 https://t.co/u2FMssdqYR"
2020-03-24,"GOOD!!! Everytime #TrumpLiesAmericansDie 
Everything he says on these briefings is useless or dangerous. https://t.co/LCQrkS5VeK"
2020-03-24,"https://t.co/Es7LEOjTZ9
#coronavirusindia #coronavirus #NEWS #KashmirNews
#TuesdayThoughts   #KashmirCovid19"
2020-03-24,"With a case before the Pa. Supreme Court over the weekend acting as a preview, experts are expecting a pileup of legal challenges to government-mandated business closures as coronavirus quarantines drag on in the coming weeks. https://t.co/jEH5c4x4Ra"
2020-03-24,"New plan, under direction of Basil Rajapaksa, will come into effect tomorrow (25). Govt., promises delivery of essential food item, medicine, gas without a hitch. 

#COVID19 #lka 

/eof"
2020-03-24,UK coronavirus live: Gove nto ruling out tighter lockdown as supermarkets police in-store distancing https://t.co/G3k2zj7oAn
2020-03-24,THINK BEFORE WRITE : Awareness against covid-19 in village : https://t.co/u7rrFja0qY
2020-03-24,In non coronavirus news the latest episode of Better Call Saul is TV perfection.
2020-03-24,Can't inter state movements be curtailed and stop the spread? https://t.co/S015lf3tGf
2020-03-24,"I don't think they stay in the same room either, so no concern there. https://t.co/ftNcwofAl6"
2020-03-24,"Singapore residents who continue to travel abroad will pay full hospital charges if warded for coronavirus

https://t.co/Ma4izh3NhT"
2020-03-24,@TrendMicro warned of increased #cyberattacks playing on #Covid19 theme. Do NOT send links via #Facebook #messenger; click on links you are unsure of. ~ https://t.co/VTQCixmF3m ~ #Covid19SA
2020-03-24,Which one is this again? 😓😭😓 https://t.co/sVV2zqeh1F
2020-03-24,"Coronavirus scare: Uttarakhand medical colleges to be reserved for COVID-19 cases. Know more here.
https://t.co/3GxsTx8wz0
#Covid19India"
2020-03-24,"Conducted a meeting via video conferencing with CMDs of PSUs of @PetroleumMin....
#COVID19 https://t.co/3z7kEa958O"
2020-03-24,Coronavirus COVID 19: 3 colleges in Cantal transformed into medical centers https://t.co/ObuXW66Y38 https://t.co/vaqekhfeqB
2020-03-24,Schumer all you are is a POS. You negotiated PORK INTO A STIMULUS AIMED AT COVID19 and economy I hope AMERICANS SEE THE TRUE DEMOCRATIC SOCIALIST LIBERAL PARTY for who they are. America they played with our lives our well being.
2020-03-24,#coronavirus #smallbusiness #shoplocal #remotework #stayathome #retailtech https://t.co/G5gyRn8RE6
2020-03-24,#coronavirus #PrayersForCoronaFreeWorld #NDTVTopStories #duaforcoronavirus https://t.co/RDh1gPy2Ki
2020-03-24,First day at my new job. Can’t wait to find the cure for coronavirus! https://t.co/qJuSv0oQav
2020-03-24,Stop airing these. @CNN @ABC @CBSNews @abcnews @FoxNews #CoronavirusPandemic #COVIDActNow #COVIDー19 https://t.co/rOLhk2GCEj
2020-03-24,"@QueenMab87 UK finance minister told reporters that the government will cover 80% of worker salaries for at least the next three months up to a maximum of £2,500 ($2,900) a month, which is more than the average income.https://t.co/30YMeMDkeq"
2020-03-24,China lied. People died https://t.co/S6u8mrxKEm
2020-03-24,"That would be my country just if I can go back.
It's so uncertain here as a foreign student. :') https://t.co/zMdnuMtpRc"
2020-03-24,"Solidarity! Solidarity! Solidarity!
This is the time for us to unite and fight the three diseases. #COVID19 #TB #AIDS 
Leaving no one Behind, we must step up to the fight to end these pandemics.
@UNYPA1 @eannaso @LucyWanjikuN @DricHIVAdoni1  
#ItsTimeToEndTB #FightingCOVID19 https://t.co/jLhIjV2ywA"
2020-03-24,"#COVIDー19 recommendations by @OECD: charges and #tax payment delays, temporary #VAT reductions or deferrals, enhanced access to working capital (credit lines or state guarantees) and special support packages for SMEs, especially  in services and tourism. https://t.co/9B91ajLSBI"
2020-03-24,NO PINCHES PUEDE SER! https://t.co/O1rFQF6wS8 https://t.co/kO9jDXlJY6
2020-03-24,Ghana now has 52 confirmed Coronavirus cases - Health Minister https://t.co/xIHU2hAreM
2020-03-24,"We know the need for #COVID19 protective equipment is urgent everywhere. Download the files to produce face shields with 3D printed visors: https://t.co/uE9ye69RCV uploaded via @Stratasys 

#3Dprinting #faceshields #protectiveequipment https://t.co/sfwtMsjOmT"
2020-03-24,"Narendra Modi Speech on Coronavirus LIVE Updates: Entire India to be On Full Lockdown for 21 Days From Midnight Tonight, Declares PM https://t.co/Cya2NXxrTt"
2020-03-24,Coronavirus updates: Britain goes into lockdown https://t.co/JZ0qG3mq2z https://t.co/qnlvJo6K6e
2020-03-24,"During COVID-19 outbreak Practice everyday preventive actions now👇🏻

👉🏻Avoid close contact with people who are sick.
👉🏻Stay home when you are sick, except to get medical care.
👉🏻Cover your coughs and sneezes with a tissue.
#COVID19 #CORONAVIRUS #STAYHOME #STAYSAFE https://t.co/RIclIjmsC8"
2020-03-24,"So, how are we stopping the spread exactly then??!! https://t.co/zG4kLTuW54"
2020-03-24,"To lock Coronavirus, Prime minister Narendra Modiji declared lockdown for next 21 days in entire India. Its a Perfect decision @narendramodi for utmost care. We support you. Stop rumours, stay home, stay safe.

#Narendermodi #coronavirusindia #lockdownindia #StayHomeIndia https://t.co/HSsFWfpKyr"
2020-03-24,@StewartLewis2 @Eyecatcher_Pro @ChrisCorney1 https://t.co/CzQ58p6zrX
2020-03-24,Imagine getting rid of Covid-19 and then China releases Covid-19 S PLUS
2020-03-24,"@SwagataDam ""हिम्मते मर्दा मददे खुदा"" it's a #courage of #coronavirus 
Please forgive him for the misadventures 😊😊"
2020-03-24,"Sorry Peter but if you're going to attempt humour in such an obtuse manner in our current environment ...

For shit's sake use an emoji to signify it!

People are tense and liable to misread plain text.

#AusPol #COVID19 https://t.co/0aG1PxBtnp"
2020-03-24,The fucking hardest https://t.co/hULowqBav1
2020-03-24,"Just cut the cameras, once. https://t.co/o3Ws5TO0Qv"
2020-03-24,So when are you joining BJP! https://t.co/t5RP4aVtuz
2020-03-24,@GameStop you are not an essential service. #COVID19
2020-03-24,The fact that I just saw a real life news graphic that had human life and profit on either side of a scale on the subject of COVID-19 and it WASNT satirical makes me want to jump off of a very high ledge.
2020-03-24,"I'm not happy with this #coronavirus but APC anything that goes around also comes around. 

#COVID19NIGERIA 
#staysafe https://t.co/GSzqXG3QNn"
2020-03-24,"Dramatically different messages emerged from Ottawa and Washington on Monday, as the leaders of both countries attempt to navigate the COVID-19 crisis. CBCKatie https://t.co/DwuAtDsw7U"
2020-03-24,Took from Facebook ☺️☺️ #COVID19SL #COVID19LK #COVIDー19 #coronavirus #COVIDIDIOTS #curfew https://t.co/xkAmiq9Adq
2020-03-24,watch russia please retweet https://t.co/FxboY7omj5
2020-03-24,'Trump kept saying it was basically pretty much a cure': Woman whose husband died after ingesting chloroquine warns the public not to 'believe anything that the president says' https://t.co/3Zy4SjyDre via @businessinsider
2020-03-24,I’m not even surprised 😂😂😂😂 https://t.co/hsyp2TmwEY
2020-03-24,Amazon Prime delivery delays are now as long as a month https://t.co/LrakEzTM5d
2020-03-24,"Two more coronavirus deaths announced in Colorado, state total rises to 9 https://t.co/0Xj46El33X via @kierannicholson"
2020-03-24,Thread 🧵 https://t.co/crs7RSKQlK
2020-03-24,He ingested fish tank cleaner you lying hacks. https://t.co/iBwAPtbziJ
2020-03-24,"COVID-19 🦠 throwing a wrench in your birth support plans? We’ve got you covered! 🤲🏻
•••
We know that hospitals have been restricting visitors to keep everyone safe, and while we totally agree with the reasoning… https://t.co/MiNMcsGpeq"
2020-03-24,Communication in the time of Coronavirus https://t.co/kn2beQ9AMI
2020-03-24,Coronavirus Empties Offices: YouTube Videos are Disappearing due to AI Errors https://t.co/yJXwiikcOR https://t.co/dYYMGZoZo2
2020-03-24,Ryan Reynolds jokes celebrities will 'get us through' coronavirus pandemic https://t.co/ydPMZ1UeAU https://t.co/GoQRN6B2sN
2020-03-24,Is there a bigger cunt out there than Mike Ashley? #SportsDirectShame #COVID19 #LockdownNow
2020-03-24,my mom threw a party a few days ago and i kid you not someone stole our toilet paper #COVIDActNow #COVID19 #coronavirus #tolietpaper
2020-03-24,Petition: Reimburse all students of this year’s fees due to strikes and COVID-19 https://t.co/EUTF6MjMEM
2020-03-24,We have to diversify the Nigerian economy now https://t.co/m9IspBwEmw
2020-03-24,"CORONAVIRUS DISBAND

CORONAVIRUS FLOP

CORONAVIRUS BUNDLES

CORONAVIRUS LIPSYNC 

#coronavirusisoverparty"
2020-03-24,"@robotopia Hopefully this is demo speed

https://t.co/2LcwhemIYB"
2020-03-24,#COVID-19 #coronavirus dashboard by John Hopkins Univ #JHU now has #s available by county in #US for #COVID19 https://t.co/yg6YgR5WzX
2020-03-24,Nationalism is a side effect of coronavirus https://t.co/aqWxOyuokz via @financialtimes
2020-03-24,Can I take ibuprofen to treat coronavirus symptoms? Expert advice on which painkillers you should take - and which to avoid https://t.co/RWmI8rkaLT
2020-03-24,"We can hope! “People [me] get tremendous anxiety and depression and you have suicide over things like this, when you have a terrible economy, you have death, definitely"", Mangowanker said, bursting into flames... https://t.co/DSK7EbOFbX"
